datetime,open,high,low,close,volume,dividends,stock splits
2026-04-16 10:55:00+09:00,216500.0,217000.0,216250.0,216500.0,324012,0.0,0.0
2026-04-16 11:00:00+09:00,216500.0,218000.0,216500.0,217500.0,952432,0.0,0.0
2026-04-16 11:05:00+09:00,217500.0,218000.0,216500.0,217250.0,353882,0.0,0.0
2026-04-16 11:10:00+09:00,217000.0,217500.0,217000.0,217250.0,168346,0.0,0.0
2026-04-16 11:15:00+09:00,217500.0,218000.0,217000.0,217500.0,267185,0.0,0.0
2026-04-16 11:20:00+09:00,217500.0,218000.0,217000.0,217250.0,247249,0.0,0.0
2026-04-16 11:25:00+09:00,217250.0,217500.0,216500.0,216500.0,237336,0.0,0.0
2026-04-16 11:30:00+09:00,216750.0,217500.0,216500.0,216750.0,277179,0.0,0.0
2026-04-16 11:35:00+09:00,216500.0,217000.0,216500.0,217000.0,80695,0.0,0.0
2026-04-16 11:40:00+09:00,217000.0,217500.0,216500.0,217000.0,246894,0.0,0.0
2026-04-16 11:45:00+09:00,217000.0,217500.0,216500.0,217000.0,103208,0.0,0.0
2026-04-16 11:50:00+09:00,217000.0,217500.0,216500.0,216500.0,187850,0.0,0.0
2026-04-16 11:55:00+09:00,217000.0,217500.0,216500.0,217000.0,189413,0.0,0.0
2026-04-16 12:00:00+09:00,217500.0,217500.0,216500.0,217500.0,101047,0.0,0.0
2026-04-16 12:05:00+09:00,217000.0,217500.0,217000.0,217250.0,60760,0.0,0.0
2026-04-16 12:10:00+09:00,217000.0,217500.0,217000.0,217000.0,102772,0.0,0.0
2026-04-16 12:15:00+09:00,217000.0,217250.0,216500.0,216750.0,170895,0.0,0.0
2026-04-16 12:20:00+09:00,216750.0,217000.0,216000.0,216500.0,248679,0.0,0.0
2026-04-16 12:25:00+09:00,216500.0,217000.0,216000.0,216500.0,185739,0.0,0.0
2026-04-16 12:30:00+09:00,216500.0,217000.0,216000.0,216250.0,184965,0.0,0.0
2026-04-16 12:35:00+09:00,216250.0,217000.0,216000.0,217000.0,166409,0.0,0.0
2026-04-16 12:40:00+09:00,217000.0,217500.0,216500.0,217000.0,383188,0.0,0.0
2026-04-16 12:45:00+09:00,216750.0,217500.0,216500.0,216500.0,110008,0.0,0.0
2026-04-16 12:50:00+09:00,216500.0,217000.0,216500.0,216500.0,92455,0.0,0.0
2026-04-16 12:55:00+09:00,216500.0,217000.0,216500.0,216500.0,85410,0.0,0.0
2026-04-16 13:00:00+09:00,216750.0,216750.0,216000.0,216000.0,183292,0.0,0.0
2026-04-16 13:05:00+09:00,216000.0,216500.0,215500.0,215750.0,223559,0.0,0.0
2026-04-16 13:10:00+09:00,216000.0,216500.0,215500.0,216000.0,179550,0.0,0.0
2026-04-16 13:15:00+09:00,216250.0,217000.0,216000.0,216250.0,186161,0.0,0.0
2026-04-16 13:20:00+09:00,216250.0,216500.0,216000.0,216000.0,79808,0.0,0.0
2026-04-16 13:25:00+09:00,216250.0,216250.0,215500.0,215750.0,252677,0.0,0.0
2026-04-16 13:30:00+09:00,215750.0,216000.0,215000.0,215500.0,180049,0.0,0.0
2026-04-16 13:35:00+09:00,215750.0,216000.0,215500.0,215750.0,83564,0.0,0.0
2026-04-16 13:40:00+09:00,215750.0,216500.0,215500.0,216000.0,216915,0.0,0.0
2026-04-16 13:45:00+09:00,216000.0,216500.0,215500.0,216000.0,220535,0.0,0.0
2026-04-16 13:50:00+09:00,216000.0,216250.0,216000.0,216250.0,74583,0.0,0.0
2026-04-16 13:55:00+09:00,216000.0,216250.0,215500.0,215750.0,164577,0.0,0.0
2026-04-16 14:00:00+09:00,215750.0,216000.0,215500.0,215500.0,112090,0.0,0.0
2026-04-16 14:05:00+09:00,215500.0,216000.0,215000.0,215750.0,238599,0.0,0.0
2026-04-16 14:10:00+09:00,216000.0,216500.0,215500.0,215750.0,315090,0.0,0.0
2026-04-16 14:15:00+09:00,216000.0,216500.0,215500.0,216000.0,158527,0.0,0.0
2026-04-16 14:20:00+09:00,216250.0,216500.0,216000.0,216250.0,117048,0.0,0.0
2026-04-16 14:25:00+09:00,216500.0,217500.0,216000.0,217000.0,447262,0.0,0.0
2026-04-16 14:30:00+09:00,217250.0,217500.0,217000.0,217250.0,195289,0.0,0.0
2026-04-16 14:35:00+09:00,217500.0,217500.0,217000.0,217500.0,203155,0.0,0.0
2026-04-16 14:40:00+09:00,217500.0,217500.0,217000.0,217000.0,185026,0.0,0.0
2026-04-16 14:45:00+09:00,217000.0,217500.0,217000.0,217000.0,158982,0.0,0.0
2026-04-16 14:50:00+09:00,217250.0,217500.0,217000.0,217250.0,132435,0.0,0.0
2026-04-16 14:55:00+09:00,217250.0,217500.0,216500.0,217000.0,324744,0.0,0.0
2026-04-17 09:00:00+09:00,217000.0,218000.0,216000.0,216000.0,930781,0.0,0.0
2026-04-17 09:05:00+09:00,216000.0,217000.0,215500.0,216500.0,452953,0.0,0.0
2026-04-17 09:10:00+09:00,216750.0,217500.0,215500.0,216000.0,373416,0.0,0.0
2026-04-17 09:15:00+09:00,216000.0,216500.0,215500.0,216000.0,241049,0.0,0.0
2026-04-17 09:20:00+09:00,216500.0,217000.0,216000.0,216750.0,256806,0.0,0.0
2026-04-17 09:25:00+09:00,216500.0,217000.0,215500.0,215500.0,355064,0.0,0.0
2026-04-17 09:30:00+09:00,216000.0,216500.0,215500.0,216250.0,193498,0.0,0.0
2026-04-17 09:35:00+09:00,216500.0,216500.0,216000.0,216500.0,266894,0.0,0.0
2026-04-17 09:40:00+09:00,216250.0,217500.0,216250.0,217500.0,332923,0.0,0.0
2026-04-17 09:45:00+09:00,217500.0,218000.0,217000.0,218000.0,169862,0.0,0.0
2026-04-17 09:50:00+09:00,217750.0,218000.0,216500.0,217500.0,255057,0.0,0.0
2026-04-17 09:55:00+09:00,217000.0,217500.0,216500.0,216750.0,121284,0.0,0.0
2026-04-17 10:00:00+09:00,217000.0,217000.0,216500.0,216500.0,98539,0.0,0.0
2026-04-17 10:05:00+09:00,216500.0,217500.0,216500.0,217000.0,314172,0.0,0.0
2026-04-17 10:10:00+09:00,216750.0,217000.0,216500.0,216750.0,68366,0.0,0.0
2026-04-17 10:15:00+09:00,217000.0,217250.0,216500.0,216750.0,142773,0.0,0.0
2026-04-17 10:20:00+09:00,216750.0,217000.0,216500.0,216750.0,95171,0.0,0.0
2026-04-17 10:25:00+09:00,216750.0,218000.0,216500.0,218000.0,211740,0.0,0.0
2026-04-17 10:30:00+09:00,218000.0,218000.0,217500.0,218000.0,126361,0.0,0.0
2026-04-17 10:35:00+09:00,218000.0,218000.0,217000.0,217250.0,178454,0.0,0.0
2026-04-17 10:40:00+09:00,217000.0,217500.0,217000.0,217250.0,87515,0.0,0.0
2026-04-17 10:45:00+09:00,217500.0,217500.0,217000.0,217500.0,78366,0.0,0.0
2026-04-17 10:50:00+09:00,217250.0,217500.0,217000.0,217500.0,86638,0.0,0.0
2026-04-17 10:55:00+09:00,217000.0,218000.0,217000.0,217750.0,192739,0.0,0.0
2026-04-17 11:00:00+09:00,217750.0,218000.0,217500.0,218000.0,60135,0.0,0.0
2026-04-17 11:05:00+09:00,218000.0,218000.0,216500.0,217000.0,287942,0.0,0.0
2026-04-17 11:10:00+09:00,217000.0,218000.0,217000.0,217500.0,108246,0.0,0.0
2026-04-17 11:15:00+09:00,217500.0,218000.0,217000.0,217000.0,235577,0.0,0.0
2026-04-17 11:20:00+09:00,217250.0,217500.0,217000.0,217250.0,84475,0.0,0.0
2026-04-17 11:25:00+09:00,217000.0,217500.0,216500.0,216500.0,325350,0.0,0.0
2026-04-17 11:30:00+09:00,216750.0,216750.0,216500.0,216500.0,83436,0.0,0.0
2026-04-17 11:35:00+09:00,216750.0,217000.0,216000.0,216500.0,204242,0.0,0.0
2026-04-17 11:40:00+09:00,216750.0,217000.0,216500.0,216500.0,67980,0.0,0.0
2026-04-17 11:45:00+09:00,216500.0,217000.0,216000.0,216500.0,139446,0.0,0.0
2026-04-17 11:50:00+09:00,216500.0,216500.0,216000.0,216500.0,116169,0.0,0.0
2026-04-17 11:55:00+09:00,216500.0,217000.0,216000.0,216500.0,121423,0.0,0.0
2026-04-17 12:00:00+09:00,216500.0,217000.0,216000.0,216250.0,90227,0.0,0.0
2026-04-17 12:05:00+09:00,216500.0,216500.0,216000.0,216000.0,57419,0.0,0.0
2026-04-17 12:10:00+09:00,216000.0,216500.0,216000.0,216250.0,79662,0.0,0.0
2026-04-17 12:15:00+09:00,216250.0,216500.0,216000.0,216500.0,105191,0.0,0.0
2026-04-17 12:20:00+09:00,216000.0,216500.0,216000.0,216000.0,70880,0.0,0.0
2026-04-17 12:25:00+09:00,216000.0,216250.0,215500.0,215750.0,277954,0.0,0.0
2026-04-17 12:30:00+09:00,216000.0,216500.0,215500.0,215500.0,351705,0.0,0.0
2026-04-17 12:35:00+09:00,215500.0,215750.0,215000.0,215250.0,146369,0.0,0.0
2026-04-17 12:40:00+09:00,215250.0,215500.0,215000.0,215250.0,162869,0.0,0.0
2026-04-17 12:45:00+09:00,215000.0,215500.0,215000.0,215500.0,132172,0.0,0.0
2026-04-17 12:50:00+09:00,215500.0,216000.0,215250.0,215750.0,153904,0.0,0.0
2026-04-17 12:55:00+09:00,215750.0,216500.0,215000.0,215500.0,304046,0.0,0.0
2026-04-17 13:00:00+09:00,215250.0,216000.0,215000.0,215500.0,224716,0.0,0.0
2026-04-17 13:05:00+09:00,215500.0,216000.0,215500.0,215750.0,85714,0.0,0.0
2026-04-17 13:10:00+09:00,216000.0,216000.0,215500.0,215750.0,95039,0.0,0.0
2026-04-17 13:15:00+09:00,216000.0,217000.0,215750.0,216500.0,339387,0.0,0.0
2026-04-17 13:20:00+09:00,217000.0,217000.0,216500.0,217000.0,104585,0.0,0.0
2026-04-17 13:25:00+09:00,216500.0,217000.0,216500.0,217000.0,92231,0.0,0.0
2026-04-17 13:30:00+09:00,217000.0,217250.0,216500.0,217000.0,199096,0.0,0.0
2026-04-17 13:35:00+09:00,217000.0,217250.0,216000.0,216000.0,280428,0.0,0.0
2026-04-17 13:40:00+09:00,216250.0,216500.0,216000.0,216500.0,101399,0.0,0.0
2026-04-17 13:45:00+09:00,216500.0,217000.0,216000.0,216750.0,168939,0.0,0.0
2026-04-17 13:50:00+09:00,216750.0,217000.0,216500.0,217000.0,65987,0.0,0.0
2026-04-17 13:55:00+09:00,216500.0,217000.0,216000.0,216500.0,285017,0.0,0.0
2026-04-17 14:00:00+09:00,216750.0,217000.0,215500.0,216000.0,248553,0.0,0.0
2026-04-17 14:05:00+09:00,216000.0,217000.0,215750.0,216500.0,254999,0.0,0.0
2026-04-17 14:10:00+09:00,216500.0,217000.0,216500.0,217000.0,85121,0.0,0.0
2026-04-17 14:15:00+09:00,216750.0,217000.0,216500.0,216750.0,89881,0.0,0.0
2026-04-17 14:20:00+09:00,216500.0,217000.0,216000.0,216750.0,257283,0.0,0.0
2026-04-17 14:25:00+09:00,216500.0,217000.0,216500.0,216500.0,69276,0.0,0.0
2026-04-17 14:30:00+09:00,216500.0,217000.0,216000.0,216250.0,174581,0.0,0.0
2026-04-17 14:35:00+09:00,216500.0,217000.0,216000.0,216500.0,274023,0.0,0.0
2026-04-17 14:40:00+09:00,216250.0,217000.0,216250.0,216750.0,159293,0.0,0.0
2026-04-17 14:45:00+09:00,216500.0,217000.0,216000.0,216750.0,157723,0.0,0.0
2026-04-17 14:50:00+09:00,216750.0,217000.0,216500.0,216500.0,75294,0.0,0.0
2026-04-17 14:55:00+09:00,216750.0,216750.0,216000.0,216500.0,142834,0.0,0.0
2026-04-21 09:00:00+09:00,218000.0,219500.0,217500.0,219000.0,1182414,0.0,0.0
2026-04-21 09:05:00+09:00,219000.0,219500.0,218500.0,219500.0,412207,0.0,0.0
2026-04-21 09:10:00+09:00,219500.0,220000.0,219000.0,219500.0,762310,0.0,0.0
2026-04-21 09:15:00+09:00,219250.0,219500.0,218000.0,219000.0,454248,0.0,0.0
2026-04-21 09:20:00+09:00,219000.0,219500.0,218500.0,218500.0,175518,0.0,0.0
2026-04-21 09:25:00+09:00,219000.0,219000.0,218000.0,218250.0,284658,0.0,0.0
2026-04-21 09:30:00+09:00,218250.0,219000.0,218000.0,218250.0,225266,0.0,0.0
2026-04-21 09:35:00+09:00,218500.0,219000.0,218000.0,218250.0,319832,0.0,0.0
2026-04-21 09:40:00+09:00,218500.0,219000.0,218250.0,218750.0,148771,0.0,0.0
2026-04-21 09:45:00+09:00,218750.0,219000.0,218500.0,218750.0,132387,0.0,0.0
2026-04-21 09:50:00+09:00,218500.0,219000.0,218000.0,218500.0,388153,0.0,0.0
2026-04-21 09:55:00+09:00,218750.0,219000.0,218500.0,218500.0,126709,0.0,0.0
2026-04-21 10:00:00+09:00,218750.0,219500.0,218500.0,219000.0,413961,0.0,0.0
2026-04-21 10:05:00+09:00,219000.0,219500.0,218500.0,219250.0,179796,0.0,0.0
2026-04-21 10:10:00+09:00,219000.0,219250.0,218500.0,218500.0,178664,0.0,0.0
2026-04-21 10:15:00+09:00,218500.0,219000.0,218500.0,219000.0,122558,0.0,0.0
2026-04-21 10:20:00+09:00,219000.0,219500.0,218500.0,219000.0,260967,0.0,0.0
2026-04-21 10:25:00+09:00,219250.0,219500.0,218500.0,219000.0,250347,0.0,0.0
2026-04-21 10:30:00+09:00,219000.0,219000.0,218500.0,218750.0,74014,0.0,0.0
2026-04-21 10:35:00+09:00,218500.0,218750.0,218000.0,218500.0,181938,0.0,0.0
2026-04-21 10:40:00+09:00,218500.0,218500.0,216500.0,217250.0,583168,0.0,0.0
2026-04-21 10:45:00+09:00,217000.0,217500.0,216500.0,216500.0,257536,0.0,0.0
2026-04-21 10:50:00+09:00,216750.0,217500.0,216500.0,216750.0,262376,0.0,0.0
2026-04-21 10:55:00+09:00,216500.0,217000.0,216000.0,216750.0,282160,0.0,0.0
2026-04-21 11:00:00+09:00,216500.0,217000.0,216000.0,216750.0,172183,0.0,0.0
2026-04-21 11:05:00+09:00,216500.0,217000.0,216500.0,216750.0,84870,0.0,0.0
2026-04-21 11:10:00+09:00,217000.0,217000.0,216500.0,217000.0,129374,0.0,0.0
2026-04-21 11:15:00+09:00,216500.0,217500.0,216500.0,217500.0,217020,0.0,0.0
2026-04-21 11:20:00+09:00,217000.0,217500.0,217000.0,217500.0,82489,0.0,0.0
2026-04-21 11:25:00+09:00,217500.0,218000.0,217000.0,217500.0,204188,0.0,0.0
2026-04-21 11:30:00+09:00,218000.0,218000.0,217000.0,217750.0,167182,0.0,0.0
2026-04-21 11:35:00+09:00,217750.0,217750.0,217000.0,217250.0,147228,0.0,0.0
2026-04-21 11:40:00+09:00,217500.0,218000.0,217250.0,217750.0,116446,0.0,0.0
2026-04-21 11:45:00+09:00,217500.0,218000.0,217500.0,217500.0,90739,0.0,0.0
2026-04-21 11:50:00+09:00,217500.0,218000.0,217500.0,218000.0,82037,0.0,0.0
2026-04-21 11:55:00+09:00,218000.0,218000.0,217500.0,217750.0,88029,0.0,0.0
2026-04-21 12:00:00+09:00,217750.0,218000.0,217500.0,218000.0,82242,0.0,0.0
2026-04-21 12:05:00+09:00,218000.0,218000.0,217000.0,217500.0,143283,0.0,0.0
2026-04-21 12:10:00+09:00,217250.0,217500.0,217000.0,217250.0,74958,0.0,0.0
2026-04-21 12:15:00+09:00,217250.0,217500.0,217000.0,217000.0,80764,0.0,0.0
2026-04-21 12:20:00+09:00,217250.0,218000.0,217000.0,217500.0,242335,0.0,0.0
2026-04-21 12:25:00+09:00,217250.0,218000.0,217000.0,217500.0,178719,0.0,0.0
2026-04-21 12:30:00+09:00,217250.0,218000.0,217000.0,217500.0,101251,0.0,0.0
2026-04-21 12:35:00+09:00,217500.0,218000.0,217250.0,217500.0,58143,0.0,0.0
2026-04-21 12:40:00+09:00,217750.0,217750.0,217000.0,217250.0,106516,0.0,0.0
2026-04-21 12:45:00+09:00,217000.0,217500.0,217000.0,217500.0,78469,0.0,0.0
2026-04-21 12:50:00+09:00,217500.0,218000.0,217000.0,217500.0,226801,0.0,0.0
2026-04-21 12:55:00+09:00,217250.0,218000.0,217250.0,218000.0,128673,0.0,0.0
2026-04-21 13:00:00+09:00,218000.0,218000.0,217500.0,218000.0,185896,0.0,0.0
2026-04-21 13:05:00+09:00,217750.0,218000.0,217500.0,217750.0,90058,0.0,0.0
2026-04-21 13:10:00+09:00,217750.0,218000.0,217500.0,217500.0,76727,0.0,0.0
2026-04-21 13:15:00+09:00,217750.0,218000.0,217500.0,218000.0,103263,0.0,0.0
2026-04-21 13:20:00+09:00,218000.0,218500.0,217500.0,218000.0,247328,0.0,0.0
2026-04-21 13:25:00+09:00,218000.0,218250.0,218000.0,218000.0,111905,0.0,0.0
2026-04-21 13:30:00+09:00,218000.0,218500.0,218000.0,218000.0,160525,0.0,0.0
2026-04-21 13:35:00+09:00,218000.0,218500.0,218000.0,218000.0,96902,0.0,0.0
2026-04-21 13:40:00+09:00,218000.0,218500.0,218000.0,218250.0,92863,0.0,0.0
2026-04-21 13:45:00+09:00,218000.0,218500.0,218000.0,218250.0,115947,0.0,0.0
2026-04-21 13:50:00+09:00,218000.0,218500.0,218000.0,218000.0,83276,0.0,0.0
2026-04-21 13:55:00+09:00,218000.0,218500.0,218000.0,218250.0,83377,0.0,0.0
2026-04-21 14:00:00+09:00,218000.0,218500.0,218000.0,218000.0,85152,0.0,0.0
2026-04-21 14:05:00+09:00,218250.0,218500.0,218000.0,218000.0,69055,0.0,0.0
2026-04-21 14:10:00+09:00,218000.0,218500.0,218000.0,218000.0,73877,0.0,0.0
2026-04-21 14:15:00+09:00,218000.0,218500.0,218000.0,218250.0,192915,0.0,0.0
2026-04-21 14:20:00+09:00,218500.0,218500.0,218000.0,218000.0,106795,0.0,0.0
2026-04-21 14:25:00+09:00,218250.0,218500.0,218000.0,218500.0,104971,0.0,0.0
2026-04-21 14:30:00+09:00,218000.0,218500.0,217500.0,218000.0,286158,0.0,0.0
2026-04-21 14:35:00+09:00,217500.0,218500.0,217500.0,218000.0,273802,0.0,0.0
2026-04-21 14:40:00+09:00,218250.0,218500.0,218000.0,218000.0,71895,0.0,0.0
2026-04-21 14:45:00+09:00,218250.0,218500.0,218000.0,218250.0,125146,0.0,0.0
2026-04-21 14:50:00+09:00,218500.0,218500.0,218000.0,218500.0,155850,0.0,0.0
2026-04-21 14:55:00+09:00,218500.0,219000.0,218000.0,218750.0,403929,0.0,0.0
2026-04-22 09:00:00+09:00,218500.0,220000.0,218000.0,218250.0,1087609,0.0,0.0
2026-04-22 09:05:00+09:00,218000.0,222000.0,217500.0,222000.0,904867,0.0,0.0
2026-04-22 09:10:00+09:00,221750.0,222500.0,220000.0,220500.0,852058,0.0,0.0
2026-04-22 09:15:00+09:00,220500.0,221500.0,219500.0,219500.0,372752,0.0,0.0
2026-04-22 09:20:00+09:00,219500.0,220000.0,219000.0,219750.0,252773,0.0,0.0
2026-04-22 09:25:00+09:00,219750.0,220500.0,219500.0,220500.0,309781,0.0,0.0
2026-04-22 09:30:00+09:00,220500.0,220500.0,220000.0,220250.0,144421,0.0,0.0
2026-04-22 09:35:00+09:00,220250.0,220250.0,219000.0,219250.0,390586,0.0,0.0
2026-04-22 09:40:00+09:00,219250.0,220000.0,219000.0,219500.0,246202,0.0,0.0
2026-04-22 09:45:00+09:00,219500.0,220000.0,219000.0,219250.0,175422,0.0,0.0
2026-04-22 09:50:00+09:00,219000.0,219250.0,217500.0,218000.0,582309,0.0,0.0
2026-04-22 09:55:00+09:00,218000.0,218500.0,217500.0,218000.0,255590,0.0,0.0
2026-04-22 10:00:00+09:00,218000.0,218500.0,217500.0,218000.0,239424,0.0,0.0
2026-04-22 10:05:00+09:00,217750.0,218000.0,217000.0,218000.0,397102,0.0,0.0
2026-04-22 10:10:00+09:00,218000.0,218500.0,217000.0,217500.0,309556,0.0,0.0
2026-04-22 10:15:00+09:00,217500.0,218000.0,217000.0,217250.0,186241,0.0,0.0
2026-04-22 10:20:00+09:00,217250.0,217500.0,216500.0,216750.0,472396,0.0,0.0
2026-04-22 10:25:00+09:00,216750.0,217000.0,216500.0,216500.0,135902,0.0,0.0
2026-04-22 10:30:00+09:00,216500.0,217000.0,215500.0,216250.0,484364,0.0,0.0
2026-04-22 10:35:00+09:00,216250.0,217500.0,215500.0,217000.0,307908,0.0,0.0
2026-04-22 10:40:00+09:00,217500.0,217500.0,216500.0,216750.0,246843,0.0,0.0
2026-04-22 10:45:00+09:00,216750.0,217500.0,216500.0,217000.0,157413,0.0,0.0
2026-04-22 10:50:00+09:00,217000.0,217500.0,217000.0,217250.0,83727,0.0,0.0
2026-04-22 10:55:00+09:00,217250.0,217500.0,216500.0,217000.0,164103,0.0,0.0
2026-04-22 11:00:00+09:00,217000.0,217500.0,216500.0,216500.0,164757,0.0,0.0
2026-04-22 11:05:00+09:00,216500.0,217000.0,216500.0,217000.0,56212,0.0,0.0
2026-04-22 11:10:00+09:00,217000.0,218000.0,216750.0,217500.0,224250,0.0,0.0
2026-04-22 11:15:00+09:00,217500.0,218000.0,217000.0,217500.0,147847,0.0,0.0
2026-04-22 11:20:00+09:00,217500.0,218000.0,217000.0,217000.0,137918,0.0,0.0
2026-04-22 11:25:00+09:00,217250.0,217500.0,217000.0,217250.0,48670,0.0,0.0
2026-04-22 11:30:00+09:00,217500.0,218000.0,217000.0,217500.0,163817,0.0,0.0
2026-04-22 11:35:00+09:00,217250.0,217500.0,217250.0,217250.0,51203,0.0,0.0
2026-04-22 11:40:00+09:00,217250.0,218000.0,217250.0,217500.0,78011,0.0,0.0
2026-04-22 11:45:00+09:00,217750.0,217750.0,217000.0,217250.0,98903,0.0,0.0
2026-04-22 11:50:00+09:00,217000.0,218000.0,217000.0,217750.0,110786,0.0,0.0
2026-04-22 11:55:00+09:00,217750.0,217750.0,217000.0,217000.0,118723,0.0,0.0
2026-04-22 12:00:00+09:00,217250.0,217250.0,217000.0,217250.0,120186,0.0,0.0
2026-04-22 12:05:00+09:00,217000.0,217500.0,217000.0,217500.0,58458,0.0,0.0
2026-04-22 12:10:00+09:00,217500.0,217500.0,217000.0,217000.0,52933,0.0,0.0
2026-04-22 12:15:00+09:00,217000.0,217250.0,217000.0,217000.0,41413,0.0,0.0
2026-04-22 12:20:00+09:00,217250.0,217500.0,217000.0,217500.0,56017,0.0,0.0
2026-04-22 12:25:00+09:00,217250.0,217500.0,217000.0,217500.0,57456,0.0,0.0
2026-04-22 12:30:00+09:00,217500.0,218000.0,217000.0,217500.0,290563,0.0,0.0
2026-04-22 12:35:00+09:00,217250.0,218000.0,217000.0,217250.0,132722,0.0,0.0
2026-04-22 12:40:00+09:00,217000.0,217250.0,217000.0,217250.0,49594,0.0,0.0
2026-04-22 12:45:00+09:00,217250.0,217500.0,217000.0,217250.0,56030,0.0,0.0
2026-04-22 12:50:00+09:00,217500.0,217500.0,217000.0,217500.0,82892,0.0,0.0
2026-04-22 12:55:00+09:00,217000.0,217500.0,217000.0,217250.0,49178,0.0,0.0
2026-04-22 13:00:00+09:00,217500.0,217500.0,217000.0,217250.0,49073,0.0,0.0
2026-04-22 13:05:00+09:00,217000.0,217500.0,217000.0,217500.0,52697,0.0,0.0
2026-04-22 13:10:00+09:00,217000.0,218000.0,217000.0,217750.0,369453,0.0,0.0
2026-04-22 13:15:00+09:00,217750.0,217750.0,217000.0,217250.0,80897,0.0,0.0
2026-04-22 13:20:00+09:00,217250.0,217250.0,217000.0,217250.0,95358,0.0,0.0
2026-04-22 13:25:00+09:00,217000.0,217250.0,217000.0,217000.0,80022,0.0,0.0
2026-04-22 13:30:00+09:00,217000.0,217250.0,216500.0,217250.0,256138,0.0,0.0
2026-04-22 13:35:00+09:00,217000.0,217250.0,217000.0,217250.0,63473,0.0,0.0
2026-04-22 13:40:00+09:00,217250.0,217500.0,216500.0,217250.0,223393,0.0,0.0
2026-04-22 13:45:00+09:00,217250.0,217500.0,217000.0,217250.0,79491,0.0,0.0
2026-04-22 13:50:00+09:00,217000.0,217250.0,216500.0,216500.0,110589,0.0,0.0
2026-04-22 13:55:00+09:00,216500.0,216750.0,216000.0,216000.0,364208,0.0,0.0
2026-04-22 14:00:00+09:00,216000.0,216500.0,216000.0,216000.0,118027,0.0,0.0
2026-04-22 14:05:00+09:00,216250.0,217000.0,216000.0,216500.0,234611,0.0,0.0
2026-04-22 14:10:00+09:00,216500.0,216750.0,216500.0,216750.0,61431,0.0,0.0
2026-04-22 14:15:00+09:00,216750.0,218000.0,216500.0,217500.0,318613,0.0,0.0
2026-04-22 14:20:00+09:00,217500.0,218500.0,217000.0,218250.0,304750,0.0,0.0
2026-04-22 14:25:00+09:00,218250.0,218500.0,217500.0,217750.0,143771,0.0,0.0
2026-04-22 14:30:00+09:00,217500.0,218000.0,217500.0,218000.0,74702,0.0,0.0
2026-04-22 14:35:00+09:00,217750.0,218000.0,217500.0,217750.0,116722,0.0,0.0
2026-04-22 14:40:00+09:00,217500.0,218000.0,217500.0,218000.0,91351,0.0,0.0
2026-04-22 14:45:00+09:00,218000.0,218000.0,217500.0,217750.0,105842,0.0,0.0
2026-04-22 14:50:00+09:00,217500.0,218500.0,217500.0,218250.0,298136,0.0,0.0
2026-04-22 14:55:00+09:00,218250.0,218500.0,218000.0,218500.0,95720,0.0,0.0
2026-04-23 09:00:00+09:00,223000.0,225000.0,222000.0,225000.0,2589540,0.0,0.0
2026-04-23 09:05:00+09:00,225000.0,227000.0,224500.0,226000.0,1592822,0.0,0.0
